x,y,"f(x,y)"
4,27,-260.07346627236245
4,28,-272.1301603398384
4,29,-283.8536595146343
4,30,-295.93264810359483
4,31,-308.043388631515
4,32,-320.07620562528217
4,33,-332.0946079405173
4,34,-343.92089680342514
4,35,-356.0315044750901
4,36,-367.95666532543834
4,37,-380.1211875599251
4,38,-391.8846508124678
4,39,-403.9791703810963
4,40,-415.98911557939033
4,41,-428.060856340099
4,42,-440.0288970852745
4,43,-451.92162045136894
4,44,-464.1042896743991
4,45,-476.04551074050215
4,46,-488.0209871800086
4,47,-500.0525341869555
4,48,-512.0407773031221
4,49,-524.0800205828762
5,1,84.97760112610058
5,2,69.90597314689626
5,3,55.007557879921904
5,4,39.918856971560764
5,5,24.736217153330028
5,6,10.00695507848272
5,7,-4.969968469218374
5,8,-19.773991126605235
5,9,-35.18596548672668
5,10,-49.83868863699794
5,11,-64.95387930022171
5,12,-80.0468739322434
5,13,-94.92312527657836
5,14,-110.0556123542636
5,15,-125.00042983288245
5,16,-140.0623936885731
5,17,-154.88819324584054
5,18,-170.03134562028248
5,19,-185.0462422622145
5,20,-200.00051545427348
5,21,-214.9979157637919
5,22,-230.07193945439454
5,23,-244.92783288453006
5,24,-260.09321594694023
5,25,-275.0615378336828
5,26,-290.09750731493784
5,27,-304.94472020570606
5,28,-320.04567739832686
5,29,-334.99776775300865
5,30,-349.9260715220277
5,31,-365.11672857864824
5,32,-379.88295285911437
5,33,-395.062527820417
5,34,-410.0254453105088
5,35,-425.09897518802643
5,36,-439.8355588552609
5,37,-454.9482118228853
5,38,-469.8723706733879
5,39,-485.05376172467425
5,40,-500.3120179059738
5,41,-514.8753980023779
5,42,-530.1401487069106
5,43,-545.088558101179
5,44,-560.0953638318997
5,45,-574.9678569238874
5,46,-590.0301886886555
5,47,-604.9647323297928
5,48,-619.9936822375441
5,49,-635.059628320167
6,1,126.00605566933955
6,2,108.21553330119957
6,3,90.26554672242862
6,4,71.90067781780832
6,5,53.90867412577864
6,6,36.00189011280047
6,7,18.010210639238434
6,8,0.047259494238203116
6,9,-17.930296875773752
6,10,-36.03400189698082
6,11,-54.14118503808526
6,12,-71.88478616147052
6,13,-89.96203604456504
6,14,-107.89108858326561
6,15,-125.90074512371656
6,16,-143.88691254765473
6,17,-161.87733500452882
6,18,-179.9665764387184
6,19,-198.01491108582363
6,20,-216.12081507478834
6,21,-233.94325352581808
6,22,-251.81032896659082
6,23,-270.03595885011293
6,24,-288.2241128565192
6,25,-306.1370134986412
6,26,-324.0920703762557
6,27,-341.9676091441404
6,28,-359.90383371230854
6,29,-378.0298232570239
6,30,-396.10832990653563
6,31,-414.0608547880575
6,32,-432.05402666147467
6,33,-449.9687733525754
6,34,-467.9968898595528
6,35,-485.9989714808092
6,36,-504.13450854568924
6,37,-521.8117804300886
6,38,-539.8856278836556
6,39,-558.0058617390197
6,40,-575.8581376357614
6,41,-594.0650926028458
6,42,-612.0193263096552
6,43,-629.9327813403256
6,44,-647.799910153028
6,45,-666.0603368980951
6,46,-683.9376457329196
6,47,-702.1081814605807
6,48,-719.9070359555386
6,49,-737.9510353269553
7,1,174.9910759894322
7,2,154.05879521894153
7,3,132.78272962940872
7,4,112.10691359860664
7,5,90.85976879017642
7,6,69.93116486002916
7,7,48.988606259380354
7,8,27.955114987555266
7,9,7.077681929582472
7,10,-13.908567061708299
7,11,-35.04782698496249
7,12,-56.00289379034116
7,13,-76.97510470274894
7,14,-97.91795988133173
7,15,-118.95790373405008
7,16,-139.92611656613033
7,17,-161.00151195269459
7,18,-182.11390365884998
7,19,-202.99192474632378
7,20,-224.16175068596064
7,21,-244.99828794369995
7,22,-266.17617510063565
7,23,-287.0021825998991
7,24,-308.0185417321106
7,25,-328.85624566481386
7,26,-349.9440256959857
7,27,-370.87640725501706
7,28,-391.9267103529515
7,29,-413.1847855421083
7,30,-434.0291124001958
7,31,-455.0458276357469
7,32,-476.0763449446661
7,33,-497.0436477593097
7,34,-518.0990137846991
7,35,-538.9593378756497
7,36,-559.8129217658045
7,37,-580.9465721589195
7,38,-602.0716719074137
7,39,-622.9502169047914
7,40,-643.8654857746493
7,41,-664.8766053807183
7,42,-685.8761144334364
7,43,-706.8847873338555
7,44,-727.9113023951003
7,45,-748.9244280144084
7,46,-769.9267526384938
7,47,-791.1856447683999
7,48,-812.087180857211
7,49,-832.9822006397391
8,1,231.84035705844903
8,2,207.91392204331447
8,3,183.82385028013704
8,4,159.94105102948987
8,5,135.91715177810076
8,6,111.99691945542487
8,7,88.14352444043213
8,8,64.07366017994934
8,9,39.888182215212126
8,10,15.986988394844508
8,11,-7.814786927172086
8,12,-32.01249242944636
8,13,-56.05369373928037
8,14,-80.12163290460016
8,15,-103.93694628136276
8,16,-127.91874294836225
8,17,-152.0443843489149
8,18,-175.90776848516896
8,19,-199.97167783804184
8,20,-223.9212927573527
8,21,-248.02456943598776
8,22,-272.00736525882564
8,23,-295.93191745596823
8,24,-319.9301439110331
8,25,-344.08223978448774
8,26,-368.1099016887756
8,27,-392.0214164769381
8,28,-416.0996002510626
8,29,-440.02087428751213
8,30,-464.2613343824194
8,31,-488.1243916440394
8,32,-511.85142503776154
8,33,-535.775988636276
8,34,-560.0583895343148
8,35,-583.9419918901405
8,36,-608.0465905911086
8,37,-632.24279138003
8,38,-655.816843732514
8,39,-680.0320318694827
8,40,-704.069570801467
8,41,-728.064432202572
8,42,-751.9158367499102
8,43,-776.0432727777398
8,44,-799.8925516970113
8,45,-823.9902904076126
8,46,-848.076321709731
8,47,-871.9296067314688
8,48,-896.1282725214721
8,49,-920.0659985019489
9,1,297.091497389715
9,2,270.0881499947865
9,3,242.88441675183537
9,4,215.99373868519322
9,5,189.1604095876895
9,6,161.9637247535747
9,7,135.1982725472556
9,8,108.03520947529694
9,9,80.90893959567107
9,10,54.00978774302268
9,11,27.061834430400346
9,12,-0.05132086961955981
9,13,-27.105309726984004
9,14,-53.99727538420971
9,15,-80.77961425598994
9,16,-107.900853486401
9,17,-135.17258742758125
9,18,-162.0262433616127
9,19,-188.94623110845544
9,20,-215.9441059005014
9,21,-243.05210492662752
9,22,-270.03908716701267
9,23,-296.86210032411157
9,24,-323.86667838327867
9,25,-350.98011325771625
9,26,-378.12916806033746
9,27,-405.0472413057021
9,28,-431.8323121663632
9,29,-458.9385470985668
9,30,-485.95154343950213
9,31,-512.9474750077693
9,32,-539.7264561768591
9,33,-566.9869559700342
9,34,-593.770055162253
9,35,-621.0645179785753
9,36,-648.0697153480855
9,37,-675.0372264510576
9,38,-701.8843425924813
9,39,-728.9200769566894
9,40,-755.9651186941293
9,41,-783.0155705217844
9,42,-810.2111946764568
9,43,-837.0644073926915
9,44,-863.929547532791
9,45,-891.1551404511293
9,46,-918.056976973722
9,47,-945.0732529119867
9,48,-972.0739519845845
9,49,-998.9260789421132
10,1,369.9771665898681
10,2,340.09213391829036
10,3,310.0600003538817
10,4,280.0582827109255
10,5,250.03007434428037
10,6,220.082006737771
10,7,189.92827948544323
10,8,160.10334171096235
10,9,129.926743794536
10,10,100.11033996922811
10,11,69.6956758352143
10,12,40.04498428941781
10,13,9.840177123303055
10,14,-19.922523932267637
10,15,-50.145772474250194
10,16,-80.03383090973266
10,17,-109.87267081970329
10,18,-139.8626415032577
10,19,-169.99235202341347
10,20,-199.9771983742849
10,21,-230.08651755601758
10,22,-260.12987223387074
10,23,-290.07971844628986
10,24,-320.15747210441685
10,25,-350.00435809695546
10,26,-380.0061062382951
10,27,-409.95243225443454
10,28,-440.08509362093605
10,29,-469.7602876923523
10,30,-499.78435479268995
10,31,-530.1171433208171
10,32,-559.882799356331
10,33,-590.0707988050955
10,34,-620.1035510140808
10,35,-649.8426478111484
10,36,-680.1422267112906
10,37,-709.9422465691028
10,38,-740.0049123141771
10,39,-769.9907350958069
10,40,-800.0232690094929
10,41,-829.9406706808584
10,42,-860.1404701127732
10,43,-889.8611680861302
10,44,-920.1605659861833
10,45,-950.0511487682879
10,46,-979.9078076992375
10,47,-1010.0581158437196
10,48,-1039.902450900862
10,49,-1070.0236302583678
11,1,451.0310461226335
11,2,417.77161585107075
11,3,385.04308098342216
11,4,351.8583864368287
11,5,319.08549981298916
11,6,286.0362524057537
11,7,253.0020084768736
11,8,219.91719051275535
11,9,187.10413181205814
11,10,153.91745337192594
11,11,121.08779434885736
11,12,87.93476611564385
11,13,54.900824360148405
11,14,22.048487195463146
11,15,-10.966671380255466
11,16,-43.86074637330621
11,17,-77.02082675598761
11,18,-109.98382297156633
11,19,-143.23734058817118
11,20,-176.13131010354812
11,21,-208.91449194090177
11,22,-242.03608836035067
11,23,-275.07534240974445
11,24,-307.868494235963
11,25,-340.9372358976398
11,26,-374.0679326444343
11,27,-406.93801618583564
11,28,-439.9840014895112
11,29,-472.9349628091463
11,30,-506.14744432680317
11,31,-539.2202391484396
11,32,-572.0733922389908
11,33,-605.0812651097046
11,34,-638.07945075583
11,35,-671.0522159422359
11,36,-704.0600228205125
11,37,-737.1534818070735
11,38,-770.0603883430352
11,39,-802.9875605569658
11,40,-835.9741673591263
11,41,-868.9951972529078
11,42,-902.0657577108038
11,43,-934.7823457802112
11,44,-967.8826103576797
11,45,-1001.0806944545953
11,46,-1033.923769534207
11,47,-1067.099807861091
11,48,-1100.029692745579
11,49,-1133.0430521326407
12,1,540.051429649585
12,2,503.9786544398428
12,3,467.94691292621275
12,4,431.95970376110944
12,5,396.07276781045823
12,6,359.99795001285395
12,7,324.02709304717547
12,8,288.01658535698374
12,9,252.0545701099358
12,10,216.0467004218335
12,11,180.11962927461562
12,12,143.8918412546178
12,13,107.894472992926
12,14,71.86576601925475
12,15,36.07092412352074
12,16,-0.06455226709264066
12,17,-35.93149352852056
12,18,-71.89122208510291
12,19,-108.02652428043359
12,20,-144.08956058268217
12,21,-180.08054476439938
12,22,-215.95754863165428
12,23,-252.18982878340165
12,24,-288.09532353361897
12,25,-324.0757532871258
12,26,-359.98226425778245
12,27,-395.9274025109695
12,28,-431.8993546994861
12,29,-467.9294283241091
12,30,-504.09722502765277
12,31,-539.8662900047237
12,32,-575.9709585540588
12,33,-611.8714579847433
12,34,-648.0968160750188
12,35,-683.8468937535386
12,36,-719.8485635111803
12,37,-755.9352911442775
12,38,-792.1291459208493
12,39,-828.1071646225427
12,40,-864.0070049035329
12,41,-899.9693058770149
12,42,-936.0476920423653
12,43,-971.9571452357299
12,44,-1007.966647907223
12,45,-1044.100504286801
12,46,-1080.009604587048
12,47,-1115.873017516117
12,48,-1151.9384060034995
12,49,-1187.8569819730617
13,1,637.0517919418199
13,2,597.9888534495747
13,3,559.1373381835755
13,4,519.9524341055031
13,5,481.1158336968548
13,6,442.13907906661746
13,7,402.9850740827584
13,8,364.2036052261718
13,9,324.95983164903777
13,10,285.8833764823595
13,11,247.0151935649269
13,12,207.87695020944642
13,13,169.06050892127357
13,14,129.9667304536221
13,15,90.99157917495207
13,16,51.99461021059116
13,17,13.038621471056853
13,18,-25.980164117827908
13,19,-65.14940797646838
13,20,-104.17700848965761
13,21,-142.96791096678697
13,22,-182.10515927939858
13,23,-220.96092304047383
13,24,-260.0677159332187
13,25,-299.1421984850723
13,26,-337.89248185960884
13,27,-376.82642715976
13,28,-416.03497555936866
13,29,-454.9211684620287
13,30,-493.8601915672495
13,31,-533.1492891376696
13,32,-571.892015549002
13,33,-611.0526240530695
13,34,-650.1610222880413
13,35,-688.9170277700165
13,36,-728.0758800940288
13,37,-766.9937297267993
13,38,-805.9613404972372
13,39,-844.8454595168598
13,40,-883.925598550815
13,41,-923.0197549184205
13,42,-961.9006796265339
13,43,-1001.0863825287412
13,44,-1040.322965733862
13,45,-1078.9105570074223
13,46,-1118.0690186876202
13,47,-1157.014628827572
13,48,-1196.0799204826474
13,49,-1235.1387762284094
14,1,742.1264333009495
14,2,700.0099682680633
14,3,657.9557173178638
14,4,615.7455996101452
14,5,574.0874405947437
14,6,531.8526577089224
14,7,489.97652673701344
14,8,447.8267107871987
14,9,406.0018105802851
14,10,363.8050352166024
14,11,321.9111324064447
14,12,280.05019658544614
14,13,237.90548597618707
14,14,196.1189297504657
14,15,153.9583099071933
14,16,112.01492258653363
14,17,69.9231537045631
14,18,28.07924874551588
14,19,-14.04375313314194
14,20,-56.00265480957554
14,21,-97.95912792936302
14,22,-139.9021010840758
14,23,-182.1860300714412
14,24,-224.0662454660458
14,25,-266.1037650808833
14,26,-307.91201395611154
14,27,-350.0370668335187
14,28,-392.0074604357249
14,29,-434.05060693358257
14,30,-475.99778725597156
14,31,-518.0279116135208
14,32,-560.0245021041735
14,33,-602.0699692917112
14,34,-643.9721243742796
14,35,-686.1128101952885
14,36,-727.8933419354732
14,37,-769.8215738841743
14,38,-812.2146070952456
14,39,-854.1840144760429
14,40,-895.9666842578214
14,41,-937.9637041193367
14,42,-980.1440320088636
14,43,-1022.0410848509968
14,44,-1063.9214663409587
14,45,-1106.1240967320816
14,46,-1147.895680574052
14,47,-1190.0450175788446
14,48,-1232.052473064608
14,49,-1273.9694528416862
15,1,854.9755562830861
15,2,810.0837293393014
15,3,764.9607155477913
15,4,719.9042851933814
15,5,675.0021832460834
15,6,629.8891470749228
15,7,584.9295856238645
15,8,539.8930081690113
15,9,495.0654385638553
15,10,450.0103206567716
15,11,404.9845655052219
15,12,360.1884793264895
15,13,314.9225441387246
15,14,269.97335966657664
15,15,224.75753652413832
15,16,179.915324816178
15,17,134.928060446
15,18,89.95208056213862
15,19,45.079598037433044
15,20,-0.15599608285477498
15,21,-45.050074857055165
15,22,-89.90582383082649
15,23,-134.90525441658502
15,24,-180.0068398004856
15,25,-224.9828314309029
15,26,-269.86129236532634
15,27,-314.9193640950505
15,28,-359.9989799918505
15,29,-405.0945226125408
15,30,-450.00232777230946
15,31,-495.0191383455643
15,32,-540.0685572317119
15,33,-585.043540480133
15,34,-629.9711214080352
15,35,-674.8854746476255
15,36,-719.9714606821161
15,37,-764.9359452362231
15,38,-809.8866381280421
15,39,-855.1347735681178
15,40,-899.801066271612
15,41,-944.8297122117647
15,42,-990.0798354462097
15,43,-1034.8183431774503
15,44,-1080.0355475944104
15,45,-1125.1979797700333
15,46,-1170.0145349650586
15,47,-1214.9948212044937
15,48,-1259.9283805005573
15,49,-1305.231971353162
16,1,976.0184452211861
16,2,928.060903169831
16,3,880.0912000823894
16,4,831.9382692082795
16,5,784.0787233871982
16,6,735.9788622148329
16,7,687.9547873504799
16,8,640.187573890506
16,9,591.9004880882103
16,10,544.0462640721374
16,11,495.9549330210911
16,12,447.8477799506982
16,13,400.1063376463061
16,14,351.98666964408727
16,15,304.0089553424459
16,16,255.94607194325997
16,17,208.13440206296704
16,18,159.8972742293082
16,19,111.90152437173597
16,20,64.08939376195838
16,21,15.950698759079279
16,22,-31.972329915657536
16,23,-80.07666839391668
16,24,-128.0279911079244
16,25,-176.1196710283809
16,26,-223.92342098951826
16,27,-271.73674036236577
16,28,-319.87787045272376
16,29,-367.9366806417965
16,30,-416.09073685387284
16,31,-463.96433134171554
16,32,-512.1252758460826
16,33,-560.0629933002343
16,34,-608.0660986944285
16,35,-656.0682556820128
16,36,-704.0950592227682
16,37,-751.9820619972791
16,38,-800.1166960854431
16,39,-848.0167808679206
16,40,-896.0637631935424
16,41,-943.9833553145847
16,42,-992.0433628880314
16,43,-1040.0299822994605
16,44,-1087.9972202063307
16,45,-1135.9542526402747
16,46,-1184.1023353167589
16,47,-1231.9390096460108
16,48,-1280.146310900501
16,49,-1327.9237517631616
17,1,1104.9053193318343
17,2,1054.0499523906187
17,3,1002.9620084359279
17,4,952.0908029736777
17,5,900.9537432557
17,6,850.0949154802335
17,7,798.9324227984027
17,8,748.0741830807606
17,9,696.9369457320976
17,10,645.9015519964646
17,11,595.0498415143861
17,12,544.1177240622267
17,13,493.00899619887565
17,14,441.97193838508673
17,15,390.77123774426724
17,16,339.8533385274599
17,17,288.8989091166797
17,18,238.10927978154263
17,19,187.20556748672618
17,20,136.0430403977783
17,21,84.95894139401092
17,22,34.043600047384764
17,23,-17.045075378076106
17,24,-67.98893090197839
17,25,-119.16354867750897
17,26,-169.84585365906779
17,27,-220.93113059573136
17,28,-271.69874318043657
17,29,-323.1904368596709
17,30,-373.9699330331603
17,31,-425.0205770151284
17,32,-476.06751933911687
17,33,-527.2203421887226
17,34,-578.0659342777908
17,35,-629.2068212376274
17,36,-679.9308164601216
17,37,-730.9349950580536
17,38,-782.1028689003942
17,39,-832.9171628788329
17,40,-884.0681212973143
17,41,-934.8915625312633
17,42,-985.8193063017545
17,43,-1037.0121895194218
17,44,-1087.9912547560912
17,45,-1139.1616965638063
17,46,-1189.9298916178943
17,47,-1241.073808275045
17,48,-1292.0838272551866
17,49,-1342.9731805723943
18,1,1241.9079623242058
18,2,1187.9411491190222
18,3,1133.9697973415473
18,4,1079.954267116928
18,5,1026.0406295294865
18,6,972.0391701921988
18,7,918.0536699782928
18,8,863.9977821437249
18,9,809.9019120791114
18,10,756.0332239219086
18,11,702.0830356670995
18,12,647.9247087279506
18,13,593.9967366997773
18,14,539.8904368092955
18,15,485.9118977326617
18,16,432.0219529711447
18,17,378.04839930911515
18,18,324.1468258947678
18,19,269.85284746135716
18,20,215.97135739919474
18,21,162.07360539248504
18,22,107.87750547746364
18,23,53.90891859086238
18,24,-0.10539109695589682
18,25,-54.03568179043923
18,26,-107.90044478669684
18,27,-162.19061952829955
18,28,-215.92308431041857
18,29,-270.0215351804972
18,30,-323.88301489952397
18,31,-378.1600786723402
18,32,-431.9524265417609
18,33,-486.00088403914026
18,34,-540.0805304460512
18,35,-594.1748826378654
18,36,-648.1208330066123
18,37,-701.9736984625837
18,38,-755.9249353758812
18,39,-810.0861487276137
18,40,-864.0779692997596
18,41,-918.126956778474
18,42,-972.0152515433869
18,43,-1025.8092074542026
18,44,-1080.0103094417652
18,45,-1133.881246636818
18,46,-1188.0437075545276
18,47,-1241.8865112783108
18,48,-1295.9885076380997
18,49,-1350.1385167626045
19,1,1386.9527630491152
19,2,1330.1654904457764
19,3,1272.8736296988388
19,4,1216.161699767778
19,5,1159.1982234379495
19,6,1101.9373597894685
19,7,1044.9028770635814
19,8,988.0630686710454
19,9,931.1499396060581
19,10,873.9637550378648
19,11,817.0272290915149
19,12,760.0719697540146
19,13,702.8056640629037
19,14,646.0083250434737
19,15,588.8274220920674
19,16,532.034188221182
19,17,475.01412850838625
19,18,418.0480072203535
19,19,360.9875922444575
19,20,303.9538904086577
19,21,246.78359917863045
19,22,189.96829222492767
19,23,133.10337385597825
19,24,76.0326822853492
19,25,19.066386070277147
19,26,-38.16756154255341
19,27,-95.10071031482867
19,28,-151.9903133156814
19,29,-209.09884453178466
19,30,-265.9733009536475
19,31,-323.1835326251874
19,32,-379.99599045203144
19,33,-436.92547574404307
19,34,-494.0824328238552
19,35,-551.0118833654011
19,36,-608.0394131345494
19,37,-664.9788039652015
19,38,-722.1489878443813
19,39,-779.2227811883982
19,40,-836.0263846384502
19,41,-893.0227251079824
19,42,-949.9514744227915
19,43,-1007.0753703791282
19,44,-1064.03272924316
19,45,-1120.8252824601682
19,46,-1178.1050771109747
19,47,-1234.9706680497375
19,48,-1292.0496707324808
19,49,-1348.9161636461722
20,1,1540.0444510127356
20,2,1480.0509702878946
20,3,1419.9184710262286
20,4,1359.849217342409
20,5,1299.8539366568875
20,6,1240.1401941163924
20,7,1179.8640060740488
20,8,1119.9554070049262
20,9,1060.1169861272028
20,10,1000.0266640266597
20,11,939.9969530703904
20,12,880.0716291754504
20,13,819.8605640813053
20,14,760.0130390615362
20,15,700.0114184734156
20,16,639.9775323740754
20,17,580.0961814899438
20,18,520.2114224437472
20,19,459.8876661565996
20,20,400.08007020658715
20,21,339.9343953304936
20,22,280.0536188107334
20,23,220.09318859159333
20,24,159.93748329434513
20,25,100.05799778361884
20,26,40.040351323266194
20,27,-20.130736942408937
20,28,-79.78782330037494
20,29,-140.14281511024228
20,30,-200.18062120146254
20,31,-259.9843168425293
20,32,-319.962405385425
20,33,-380.1946392956472
20,34,-439.9881960401357
20,35,-499.7875483527993
20,36,-560.0500220535233
20,37,-619.9304854956583
20,38,-680.185302306191
20,39,-739.820926132202
20,40,-799.889688728854
20,41,-860.004483196621
20,42,-920.0615317701403
20,43,-979.9483915800719
20,44,-1039.9896501953247
20,45,-1100.0762482172597
20,46,-1159.9830209625595
20,47,-1219.9343598400021
20,48,-1280.1150169351029
20,49,-1340.0300411959756
21,1,1700.897661605128
21,2,1637.8799157362648
21,3,1575.010888665553
21,4,1512.0353357511383
21,5,1449.1936896650357
21,6,1385.9383545017138
21,7,1323.238220561198
21,8,1260.1502436925575
21,9,1196.9460302444459
21,10,1134.065050097167
21,11,1070.9872422272754
21,12,1007.9171893684795
21,13,944.8938402240058
21,14,881.8384561896552
21,15,819.0382392257332
21,16,756.075049068875
21,17,693.02882835513
21,18,630.0672144436536
21,19,566.9286875754776
21,20,503.8629537146025
21,21,441.0180856901872
21,22,378.09481828165633
21,23,315.10977404269414
21,24,252.00121170449015
21,25,188.9248070927037
21,26,126.04550651229813
21,27,62.93814327738405
21,28,0.06134854445329291
21,29,-62.91971526868598
21,30,-126.03544520254448
21,31,-188.92683450277178
21,32,-251.918050396602
21,33,-314.81747811736403
21,34,-378.00528262511716
21,35,-440.90605128140066
21,36,-504.1016324681748
21,37,-566.9561903356064
21,38,-629.9502614378854
21,39,-693.0102493407006
21,40,-755.9470005112229
21,41,-819.1276062181261
21,42,-881.9217682679554
21,43,-945.1363224262122
21,44,-1007.8845646103055
21,45,-1070.9953147526924
21,46,-1134.009235708523
21,47,-1197.051168608374
21,48,-1259.9056847485706
21,49,-1323.009461817327
22,1,1870.0366969779905
22,2,1804.0506526050808
22,3,1737.9656265915282
22,4,1671.9918427294938
22,5,1606.0304785916956
22,6,1539.9407220599257
22,7,1474.0914452943134
22,8,1407.9760410471624
22,9,1341.9591503129316
22,10,1276.061818520779
22,11,1210.0766603492825
22,12,1144.0121675311716
22,13,1077.9500957628916
22,14,1012.0430639095404
22,15,945.7848361664002
22,16,879.9688170212581
22,17,813.8289090284406
22,18,747.9187037471443
22,19,682.0330253107817
22,20,615.9986325684084
22,21,549.8992577720538
22,22,484.0729097198094
22,23,418.0500285841995
22,24,351.98793337561966
22,25,285.9794543420458
22,26,220.09921687628704
22,27,153.9640671190793
22,28,88.16078325870548
22,29,22.050897284536124
22,30,-44.14351878627989
22,31,-110.07535224829824
22,32,-175.76696101903877
22,33,-241.92118308074484
22,34,-307.98632379494416
22,35,-373.97446515069754
22,36,-440.0957180876177
22,37,-506.008669321804
22,38,-571.8559528374449
22,39,-637.8890628158834
22,40,-703.8593030315922
22,41,-769.9699638749221
22,42,-836.1229478440096
22,43,-902.0519413936928
22,44,-968.1359691304209
22,45,-1033.875372662657
22,46,-1100.1408247314907
22,47,-1166.0332103377925
22,48,-1232.1225598270785
22,49,-1297.8939627270997
23,1,2047.0305578166776
23,2,1977.985733926728
23,3,1908.8885979838808
23,4,1840.0646385299078
23,5,1771.0965206992048
23,6,1701.9861664617881
23,7,1632.9611274868084
23,8,1564.1706138973764
23,9,1494.9791186036584
23,10,1425.9274689473411
23,11,1357.2773818277112
23,12,1288.0720161017282
23,13,1218.9691925886736
23,14,1150.0806061547946
23,15,1080.8342034478828
23,16,1012.0932780684179
23,17,942.8496059223576
