0,1,2,3,4,5,6,7,8,9
0.9865,0.983791667,0.94,0.984666667,0.989466667,0.99,0.985041667,0.984041667,0.989909091,0.985416667
0.987666667,0.98396,0.954,0.985,0.9895625,0.990090909,0.98532,0.98444,0.990166667,0.98568
0.989,0.984423077,0.919,0.985384615,0.989705882,0.990166667,0.985615385,0.984692308,0.990384615,0.985846154
0.99,0.984666667,0.925,0.985740741,0.989888889,0.990538462,0.985888889,0.984962963,0.990642857,0.986185185
0.991166667,0.984821429,0.993,0.986071429,0.990263158,0.991071429,0.986071429,0.985214286,0.991,0.986357143
0.991857143,0.988,0.9955,0.98637931,0.99055,0.9914,0.986413793,0.985586207,0.991375,0.986655172
0.992375,0.9915,0.996,0.9866,0.990857143,0.9915,0.9867,0.995,0.991647059,0.9868
0.992333333,0.992333333,0.99575,0.99,0.990909091,0.991529412,0.987,0.995,0.991888889,0.987064516
0.9925,0.9925,0.9952,0.9915,0.991086957,0.991666667,0.991,0.994666667,0.992,0.9873125
0.992727273,0.9926,0.994333333,0.991666667,0.991125,0.991842105,0.991,0.99375,0.99195,0.885
0.992833333,0.992666667,0.993857143,0.9915,0.99124,0.99195,0.992,0.9932,0.992,0.937
0.993076923,0.992857143,0.99375,0.9918,0.991423077,0.992190476,0.9925,0.992833333,0.992090909,0.912
0.993285714,0.99325,0.994111111,0.992666667,0.991555556,0.992409091,0.9932,0.993428571,0.992304348,0.929
0.9934,0.993666667,0.9944,0.993142857,0.991714286,0.992521739,0.993833333,0.99375,0.992458333,0.93
0.993,0.9934,0.994090909,0.99275,0.991655172,0.992291667,0.993285714,0.993333333,0.99236,0.991
0.993117647,0.993636364,0.99425,0.993111111,0.991833333,0.9924,0.993625,0.9936,0.9925,0.951
0.993222222,0.993666667,0.994230769,0.9932,0.991903226,0.9925,0.993555556,0.993545455,0.992555556,0.939
0.993368421,0.993923077,0.994357143,0.993636364,0.9920625,0.992666667,0.9938,0.99375,0.99275,0.92
0.99345,0.993928571,0.994333333,0.993666667,0.992151515,0.992607143,0.993818182,0.993769231,0.992758621,0.958
0.993380952,0.993866667,0.99425,0.993384615,0.992176471,0.992586207,0.99375,0.993785714,0.9927,0.909
0.993545455,0.994,0.994352941,0.993428571,0.992314286,0.992633333,0.994,0.994,0.992806452,0.992
0.993478261,0.994,0.994333333,0.993533333,0.992305556,0.992548387,0.994,0.994,0.992875,0.886
0.993458333,0.993888889,0.994315789,0.993625,0.992324324,0.9925625,0.993866667,0.994058824,0.992878788,0.993
0.9934,0.994,0.9945,0.993705882,0.996,0.992484848,0.9940625,0.994166667,0.992970588,0.995
0.993423077,0.9941,0.994571429,0.993777778,0.9955,0.946,0.994058824,0.994157895,0.993057143,0.994666667
0.993407407,0.994190476,0.994590909,0.993736842,0.995333333,0.99,0.994166667,0.9942,0.993111111,0.99475
0.99325,0.994090909,0.994565217,0.9937,0.995,0.933,0.994157895,0.994095238,0.993108108,0.9944
0.993275862,0.994173913,0.994541667,0.993714286,0.9948,0.884,0.9941,0.994136364,0.993157895,0.9945
0.993166667,0.99425,0.9946,0.993863636,0.995,0.954,0.994,0.99426087,0.993230769,0.994571429
0.993258065,0.99424,0.994576923,0.993913043,0.994857143,0.916,0.994,0.994375,0.9933,0.9945
0.99334375,0.994307692,0.99462963,0.994,0.995,0.931,0.994086957,0.99448,0.993390244,0.994666667
0.993393939,0.994333333,0.994678571,0.99412,0.995,0.99,0.994125,0.9945,0.993452381,0.9946
0.993558824,0.9945,0.994827586,0.994307692,0.9954,0.992,0.99432,0.994666667,0.993581395,0.995
0.993571429,0.994517241,0.9948,0.994296296,0.995363636,0.912,0.994230769,0.994678571,0.993590909,0.99475
0.993472222,0.994333333,0.994645161,0.994107143,0.994833333,0.966,0.994074074,0.994482759,0.993533333,0.994307692
0.993540541,0.994387097,0.99465625,0.994172414,0.994769231,0.928,0.994,0.994533333,0.993608696,0.994357143
0.993631579,0.99446875,0.994727273,0.994266667,0.994857143,0.95,0.994103448,0.994612903,0.993680851,0.994466667
0.99374359,0.994484848,0.994735294,0.994354839,0.994733333,0.891,0.994133333,0.994625,0.993729167,0.9944375
0.993825,0.994529412,0.994771429,0.99434375,0.9948125,0.994,0.994225806,0.994636364,0.993795918,0.994529412
0.993829268,0.994571429,0.994805556,0.994363636,0.994941176,0.9945,0.99425,0.994676471,0.996,0.994666667
0.922,0.994555556,0.994810811,0.994352941,0.994944444,0.994666667,0.994242424,0.994657143,0.995,0.994631579
0.954,0.994648649,0.994894737,0.9944,0.995052632,0.9955,0.994323529,0.994722222,0.995333333,0.9947
0.943,0.994684211,0.994923077,0.994416667,0.9951,0.9958,0.994342857,0.99472973,0.9955,0.994761905
0.994,0.99474359,0.99495,0.994405405,0.995190476,0.995833333,0.994416667,0.994789474,0.9956,0.994772727
0.994,0.99475,0.994926829,0.994289474,0.995136364,0.995714286,0.994432432,0.994769231,0.9955,0.994782609
0.996,0.994731707,0.994952381,0.994282051,0.995130435,0.995625,0.994473684,0.994725,0.995428571,0.99475
0.9945,0.994690476,0.994906977,0.903,0.994958333,0.995333333,0.994410256,0.994658537,0.995125,0.99468
0.995333333,0.994767442,0.994954545,0.892,0.995,0.9955,0.994475,0.994690476,0.995222222,0.994807692
0.99425,0.994727273,0.994866667,0.889,0.994923077,0.995181818,0.994463415,0.994627907,0.9948,0.994703704
0.9942,0.994711111,0.994847826,0.904,0.994888889,0.995083333,0.994452381,0.994568182,0.994818182,0.994678571
0.9945,0.99473913,0.99487234,0.907,0.994964286,0.995153846,0.994488372,0.9946,0.994916667,0.994724138
0.994142857,0.994702128,0.994791667,0.937,0.994896552,0.994857143,0.994431818,0.994521739,0.994769231,0.994766667
0.994375,0.994708333,0.994836735,0.993,0.994866667,0.994933333,0.994511111,0.994574468,0.994642857,0.994806452
0.994666667,0.994714286,0.99488,0.943,0.994870968,0.995,0.994521739,0.994583333,0.994733333,0.9948125
0.995,0.99478,0.994941176,0.926,0.99496875,0.995176471,0.994617021,0.994653061,0.9949375,0.994909091
0.995,0.994784314,0.994942308,0.989,0.994969697,0.995166667,0.994625,0.99468,0.994941176,0.994911765
0.995,0.994807692,0.994924528,0.927,0.994941176,0.995105263,0.994632653,0.994705882,0.995,0.994885714
0.994923077,0.994792453,0.994925926,0.987,0.994942857,0.995,0.9946,0.994730769,0.995105263,0.994888889
0.995214286,0.994851852,0.995018182,0.994,0.995,0.995190476,0.994686275,0.994811321,0.99515,0.995
0.995133333,0.994836364,0.995017857,0.99,0.995,0.995181818,0.994673077,0.994814815,0.995142857,0.995
0.994875,0.994767857,0.994947368,0.962,0.994894737,0.994956522,0.994566038,0.994745455,0.994909091,0.994871795
0.994823529,0.994789474,0.994931034,0.884,0.994871795,0.994958333,0.994574074,0.99475,0.994869565,0.994875
0.994611111,0.994758621,0.994864407,0.882,0.9948,0.99484,0.994527273,0.994701754,0.994666667,0.994853659
0.994736842,0.99479661,0.9949,0.993,0.994853659,0.994923077,0.994571429,0.994741379,0.99476,0.994904762
0.9949,0.994833333,0.994967213,0.942,0.994904762,0.995074074,0.994666667,0.994830508,0.994884615,0.994976744
0.994809524,0.994803279,0.994935484,0.993,0.994837209,0.995,0.994637931,0.9948,0.994777778,0.994931818
0.994909091,0.99483871,0.994952381,0.932,0.994909091,0.995068966,0.994694915,0.994868852,0.994785714,0.995
0.994869565,0.99484127,0.994953125,0.953,0.994911111,0.995033333,0.9947,0.994854839,0.994793103,0.995021739
0.994875,0.994890625,0.994969231,0.994,0.994956522,0.995096774,0.994754098,0.994904762,0.9949,0.995042553
0.995,0.994938462,0.994969697,0.988,0.995,0.99509375,0.994790323,0.994953125,0.994967742,0.9950625
0.995038462,0.994969697,0.994970149,0.925,0.995020833,0.995151515,0.994809524,0.995,0.99503125,0.995102041
0.995,0.994985075,0.994955882,0.906,0.995020408,0.995088235,0.9948125,0.995030303,0.995060606,0.99504
0.995107143,0.995014706,0.994985507,0.928,0.99506,0.995171429,0.994846154,0.995074627,0.995117647,0.995078431
0.995206897,0.995057971,0.995028571,0.84,0.995117647,0.99525,0.994909091,0.995117647,0.9952,0.995115385
0.9953,0.995085714,0.995056338,0.996,0.995153846,0.995297297,0.994940299,0.99515942,0.99525,0.995169811
0.995290323,0.995098592,0.995055556,0.996,0.995188679,0.995289474,0.946,0.995171429,0.99527027,0.995185185
0.995375,0.995125,0.99509589,0.996333333,0.995222222,0.995333333,0.875,0.995197183,0.995342105,0.995218182
0.995424242,0.995150685,0.995108108,0.99625,0.995236364,0.99535,0.943,0.995222222,0.995358974,0.995232143
0.995470588,0.995189189,0.995133333,0.9964,0.99525,0.995414634,0.913,0.995260274,0.995375,0.995298246
0.995457143,0.9952,0.995131579,0.996333333,0.995298246,0.995428571,0.994,0.995256757,0.995414634,0.995310345
0.995472222,0.995197368,0.995142857,0.996142857,0.995293103,0.995418605,0.9,0.99528,0.995428571,0.995288136
0.995432432,0.995194805,0.995115385,0.996125,0.995288136,0.995431818,0.933,0.995302632,0.995395349,0.995266667
0.995421053,0.995205128,0.995113924,0.996111111,0.9953,0.995444444,0.992,0.995298701,0.995386364,0.995278689
0.995435897,0.99521519,0.9951125,0.9959,0.995311475,0.995413043,0.935,0.995307692,0.995377778,0.995274194
0.995525,0.995275,0.995160494,0.996181818,0.995387097,0.995489362,0.995,0.99535443,0.995456522,0.995301587
0.995560976,0.995296296,0.995195122,0.99625,0.995412698,0.995520833,0.99,0.9953875,0.995489362,0.9953125
0.995595238,0.995304878,0.995216867,0.996230769,0.995421875,0.995530612,0.94,0.995395062,0.995541667,0.995338462
0.995651163,0.995349398,0.995261905,0.996428571,0.995461538,0.9956,0.997,0.995439024,0.995612245,0.995378788
0.995659091,0.995357143,0.989,0.9964,0.995469697,0.995607843,0.997,0.995421687,0.9956,0.995402985
0.995711111,0.995376471,0.865,0.99625,0.995477612,0.995634615,0.996,0.995416667,0.995607843,0.995441176
0.995717391,0.995360465,0.954,0.996176471,0.995514706,0.995622642,0.99575,0.995435294,0.995634615,0.995434783
0.995787234,0.995390805,0.92,0.996333333,0.995565217,0.995666667,0.9964,0.995453488,0.995698113,0.995485714
0.995833333,0.995409091,0.937,0.996368421,0.995585714,0.995709091,0.9965,0.995494253,0.995703704,0.995507042
0.995816327,0.995393258,0.879,0.9963,0.995577465,0.995714286,0.996285714,0.995477273,0.995690909,0.9955
0.99584,0.9954,0.942,0.996333333,0.995583333,0.995736842,0.996375,0.99547191,0.995714286,0.995506849
0.995862745,0.995406593,0.996,0.996363636,0.99560274,0.995741379,0.996444444,0.995477778,0.995736842,0.995513514
0.995865385,0.947,0.9955,0.996304348,0.995635135,0.995711864,0.9963,0.995505495,0.995741379,0.995506667
0.995867925,0.93,0.995333333,0.99625,0.99564,0.995716667,0.996181818,0.9955,0.995745763,0.9955
0.995833333,0.957,0.995,0.9962,0.995618421,0.995704918,0.996,0.995516129,0.99575,0.995467532
0.995872727,0.996,0.9952,0.996230769,0.995623377,0.995709677,0.996076923,0.995542553,0.995754098,0.9955
0.995875,0.997,0.996,0.996259259,0.995653846,0.995746032,0.996214286,0.995568421,0.995790323,0.995506329
0.995842105,0.995666667,0.9945,0.996178571,0.995658228,0.99571875,0.996133333,0.9955625,0.995777778,0.913
0.995810345,0.995,0.994333333,0.996103448,0.99565,0.995676923,0.996,0.995556701,0.99575,0.917
0.995813559,0.9954,0.995,0.996133333,0.995666667,0.99569697,0.996117647,0.99555102,0.995769231,0.936
0.995766667,0.995,0.9944,0.996032258,0.995634146,0.995671642,0.995944444,0.995494949,0.995742424,0.909
0.995819672,0.995571429,0.995,0.996125,0.995674699,0.995720588,0.996105263,0.99553,0.995791045,0.95
0.995822581,0.99575,0.995285714,0.996181818,0.995690476,0.995753623,0.9962,0.995554455,0.995808824,0.936
0.995825397,0.995777778,0.995375,0.996176471,0.995705882,0.995771429,0.996190476,0.995558824,0.995826087,0.937
0.995828125,0.9957,0.995333333,0.996142857,0.99572093,0.995760563,0.996136364,0.995563107,0.995828571,0.928
0.9958,0.995454545,0.9951,0.996027778,0.995712644,0.995722222,0.996,0.995576923,0.995830986,0.933
0.995772727,0.995166667,0.994818182,0.995918919,0.995659091,0.995671233,0.995875,0.995552381,0.995763889,0.93
0.995761194,0.995,0.994666667,0.995842105,0.995651685,0.995648649,0.9958,0.99554717,0.995739726,0.959
0.995823529,0.995285714,0.995,0.995923077,0.995688889,0.995693333,0.995923077,0.995588785,0.99577027,0.994
0.995811594,0.995333333,0.995071429,0.995925,0.99567033,0.995697368,0.995925926,0.995592593,0.995773333,0.935
0.995728571,0.9950625,0.9948,0.995756098,0.995619565,0.995636364,0.995714286,0.995550459,0.995723684,0.956
0.995732394,0.995117647,0.994875,0.995761905,0.995623656,0.995641026,0.995724138,0.995563636,0.99574026,0.902
0.99575,0.995222222,0.994882353,0.995744186,0.995638298,0.99564557,0.9957,0.995567568,0.99575641,0.932
0.995657534,0.994894737,0.994666667,0.995613636,0.995589474,0.9955875,0.995580645,0.995553571,0.995683544,0.923
0.995635135,0.99485,0.994578947,0.995555556,0.9955625,0.995567901,0.99553125,0.995522124,0.9956625,0.922
0.995626667,0.994809524,0.9946,0.995521739,0.99556701,0.99552439,0.995454545,0.995526316,0.995654321,0.946
0.995631579,0.994954545,0.994761905,0.995574468,0.995581633,0.995554217,0.995529412,0.995530435,0.995682927,0.997
0.995623377,0.994956522,0.933,0.995541667,0.995565657,0.995535714,0.995485714,0.995543103,0.995686747,0.996
0.995615385,0.994958333,0.94,0.99555102,0.99556,0.995529412,0.995444444,0.995538462,0.995666667,0.995666667
0.995582278,0.99488,0.96,0.99552,0.995534653,0.9955,0.995378378,0.995516949,0.995647059,0.995
0.9956,0.994923077,0.893,0.995529412,0.99554902,0.995528736,0.995421053,0.995512605,0.995627907,0.9954
0.995604938,0.994962963,0.929,0.995538462,0.995553398,0.995534091,0.995435897,0.995516667,0.995632184,0.9955
0.995621951,0.995035714,0.995,0.995566038,0.995567308,0.995550562,0.9955,0.995512397,0.995647727,0.995714286
0.995662651,0.995137931,0.946,0.995611111,0.9956,0.995588889,0.995560976,0.99552459,0.995674157,0.996125
0.995678571,0.9952,0.941,0.995636364,0.995622642,0.995604396,0.995595238,0.995544715,0.995688889,0.996333333
0.995670588,0.995225806,0.922,0.995642857,0.995626168,0.995597826,0.995604651,0.995548387,0.995681319,0.9962
0.995674419,0.9951875,0.861,0.995631579,0.995611111,0.995591398,0.995613636,0.995552,0.995673913,0.996181818
0.995724138,0.99530303,0.997,0.995689655,0.995651376,0.99562766,0.995666667,0.995571429,0.995709677,0.996416667
0.995715909,0.933,0.9965,0.995677966,0.995645455,0.995621053,0.995695652,0.995566929,0.995702128,0.996384615
0.995707865,0.89,0.996333333,0.995666667,0.995648649,0.995614583,0.995702128,0.995570313,0.995705263,0.996357143
0.995711111,0.922,0.99625,0.995655738,0.995642857,0.995608247,0.995666667,0.995573643,0.995708333,0.996333333
0.995703297,0.91,0.9956,0.995629032,0.995610619,0.995591837,0.995632653,0.995553846,0.995680412,0.996125
0.995717391,0.991,0.9955,0.995634921,0.995605263,0.995606061,0.99566,0.995572519,0.995683673,0.996117647
0.995677419,0.921,0.995,0.995578125,0.995573913,0.99559,0.995588235,0.995560606,0.995636364,0.995944444
0.995702128,0.963,0.99525,0.995615385,0.995586207,0.995623762,0.995653846,0.995556391,0.99566,0.996
0.995705263,0.997,0.995444444,0.995636364,0.995589744,0.995627451,0.995660377,0.995567164,0.995663366,0.99605
0.995708333,0.9965,0.991,0.995626866,0.995584746,0.995631068,0.995666667,0.995577778,0.995666667,0.996095238
0.99571134,0.997,0.873,0.995661765,0.995613445,0.995644231,0.995672727,0.995595588,0.99568932,0.996181818
0.995744898,0.99725,0.876,0.995724638,0.995641667,0.99567619,0.995732143,0.995613139,0.995711538,0.99626087
0.995717172,0.9968,0.956,0.9957,0.995628099,0.995660377,0.995701754,0.995608696,0.995685714,0.996166667
0.99572,0.9965,0.994,0.995690141,0.995631148,0.995663551,0.995706897,0.995611511,0.995688679,0.99612
0.995712871,0.996285714,0.934,0.995680556,0.995626016,0.995657407,0.995694915,0.995607143,0.995691589,0.996076923
0.995735294,0.9965,0.928,0.995726027,0.995637097,0.995678899,0.99575,0.995624113,0.995722222,0.996148148
0.995718447,0.996222222,0.912,0.995702703,0.995624,0.995654545,0.995721311,0.995612676,0.995715596,0.996035714
0.995692308,0.9959,0.925,0.99568,0.995603175,0.99563964,0.995693548,0.995587413,0.995690909,0.995931034
0.995695238,0.995909091,0.993,0.995684211,0.995598425,0.995642857,0.995698413,0.995597222,0.995702703,0.995966667
0.995707547,0.996,0.989,0.995701299,0.995617188,0.995663717,0.995734375,0.995613793,0.995723214,0.996
0.995738318,0.996153846,0.895,0.99574359,0.995643411,0.995684211,0.995769231,0.995630137,0.995743363,0.9960625
0.995731481,0.995928571,0.989,0.995721519,0.995623077,0.995669565,0.995742424,0.99562585,0.995719298,0.996
0.995733945,0.995733333,0.912,0.9957125,0.995610687,0.995655172,0.995701493,0.995614865,0.995704348,0.995941176
0.995736364,0.995875,0.855,0.995728395,0.995621212,0.995666667,0.995720588,0.995630872,0.995715517,0.996
0.995756757,0.996,0.991,0.995756098,0.995639098,0.995686441,0.99573913,0.995646667,0.995735043,0.996083333
0.995758929,0.996055556,0.87,0.995759036,0.995641791,0.995689076,0.995757143,0.995655629,0.995737288,0.996108108
0.995743363,0.995894737,0.947,0.995761905,0.995607407,0.995675,0.995732394,0.995625,0.995714286,0.996052632
0.995719298,0.99585,0.882,0.995729412,0.995580882,0.995636364,0.995694444,0.995607843,0.995683333,0.996
0.995686957,0.995619048,0.932,0.995709302,0.995540146,0.995606557,0.995657534,0.995584416,0.995661157,0.995925
0.995724138,0.995818182,0.932,0.995758621,0.995565217,0.995642276,0.995716216,0.995612903,0.995688525,0.99602439
0.995735043,0.995869565,0.938,0.995761364,0.995568345,0.995653226,0.995733333,0.995608974,0.995699187,0.996047619
0.995728814,0.995791667,0.932,0.995741573,0.995557143,0.995632,0.995697368,0.995592357,0.995685484,0.996
0.995739496,0.9958,0.942,0.995744444,0.995560284,0.995642857,0.995701299,0.995588608,0.995688,0.996
0.995733333,0.995692308,0.946,0.995714286,0.995535211,0.995629921,0.995666667,0.995578616,0.99568254,0.995933333
0.995710744,0.995703704,0.99,0.995684783,0.995538462,0.995609375,0.99564557,0.9955875,0.995669291,0.995913043
0.995696721,0.995571429,0.9,0.995655914,0.995513889,0.995596899,0.9956125,0.99557764,0.995648438,0.995851064
0.995715447,0.995655172,0.994,0.995680851,0.995517241,0.995623077,0.995641975,0.995598765,0.995658915,0.995875
0.995685484,0.995566667,0.927,0.995631579,0.9955,0.995603053,0.995597561,0.995595092,0.995638462,0.995836735
0.995664,0.995516129,0.956,0.995604167,0.995496599,0.995590909,0.995566265,0.995591463,0.995618321,0.99582
0.99568254,0.99553125,0.944,0.995628866,0.995493243,0.995593985,0.995559524,0.995587879,0.995628788,0.995843137
0.995692913,0.995575758,0.99,0.995632653,0.995510067,0.995604478,0.995576471,0.995596386,0.995639098,0.995865385
0.995695313,0.995529412,0.929,0.995616162,0.995526667,0.995614815,0.995593023,0.99560479,0.995634328,0.995811321
0.995713178,0.995571429,0.948,0.99565,0.995529801,0.995632353,0.99562069,0.995619048,0.995651852,0.995851852
0.995707692,0.995555556,0.877,0.995643564,0.995519737,0.995627737,0.995613636,0.995615385,0.995647059,0.995836364
0.995725191,0.995540541,0.922,0.995647059,0.995509804,0.995637681,0.995606742,0.995611765,0.995635036,0.995821429
0.995734848,0.995605263,0.951,0.995650485,0.995512987,0.995647482,0.995622222,0.995608187,0.995637681,0.995824561
0.99575188,0.995666667,0.996,0.995653846,0.995522581,0.995657143,0.995626374,0.995622093,0.995647482,0.995844828
0.995753731,0.9957,0.9965,0.995657143,0.904,0.995659574,0.995630435,0.995630058,0.995657143,0.995864407
0.99577037,0.995756098,0.997,0.995669811,0.884,0.995676056,0.995655914,0.995637931,0.995673759,0.9959
0.995757353,0.995714286,0.99625,0.995654206,0.956,0.995664336,0.995638298,0.995622857,0.995661972,0.995868852
0.995744526,0.995627907,0.9956,0.995638889,0.864,0.995652778,0.995621053,0.995613636,0.995643357,0.995822581
0.99573913,0.995613636,0.9955,0.995623853,0.994,0.995641379,0.995614583,0.99560452,0.995631944,0.995809524
0.995733813,0.995622222,0.995571429,0.995636364,0.89,0.995636986,0.995618557,0.995606742,0.995634483,0.9958125
0.995721429,0.995608696,0.9955,0.99563964,0.864,0.995646259,0.995622449,0.995608939,0.995636986,0.995815385
0.995687943,0.995531915,0.995,0.995589286,0.938,0.995621622,0.995585859,0.995583333,0.995612245,0.995772727
0.995697183,0.9955625,0.9953,0.995610619,0.946,0.995637584,0.99561,0.995585635,0.995628378,0.99580597
0.995706294,0.995612245,0.995454545,0.995622807,0.988,0.995646667,0.995623762,0.995598901,0.995637584,0.995823529
0.995729167,0.99566,0.995583333,0.995652174,0.993,0.995668874,0.995647059,0.995612022,0.99566,0.995855072
0.995744828,0.995686275,0.995692308,0.995672414,0.993,0.995677632,0.995669903,0.995630435,0.995662252,0.995871429
0.995753425,0.995692308,0.995714286,0.995683761,0.936,0.995679739,0.995682692,0.995643243,0.995664474,0.995873239
0.995741497,0.995679245,0.9956,0.995669492,0.992,0.995668831,0.99567619,0.995639785,0.995660131,0.995861111
0.99575,0.995685185,0.995625,0.995663866,0.958,0.995677419,0.995669811,0.995647059,0.995655844,0.995863014
0.995744966,0.995690909,0.995588235,0.995658333,0.996,0.995666667,0.995663551,0.995659574,0.995651613,0.995864865
0.99574,0.995696429,0.934,0.995669421,0.9955,0.99566879,0.995657407,0.995666667,0.995641026,0.995853333
0.995748344,0.995701754,0.923,0.995672131,0.995666667,0.995670886,0.995669725,0.995673684,0.995649682,0.995855263
0.995743421,0.995724138,0.958,0.995682927,0.99575,0.995672956,0.995672727,0.995675393,0.995651899,0.995857143
0.995745098,0.995728814,0.924,0.995685484,0.996,0.99568125,0.995684685,0.995677083,0.995654088,0.995858974
0.995753247,0.99575,0.936,0.995688,0.996,0.995677019,0.995678571,0.995689119,0.99565625,0.995873418
0.995735484,0.995639344,0.992,0.995650794,0.995285714,0.995648148,0.995628319,0.995675258,0.995621118,0.9958125
0.99574359,0.99566129,0.915,0.995661417,0.9955,0.995656442,0.995640351,0.995687179,0.99562963,0.99582716
0.995745223,0.995650794,0.929,0.995664063,0.995444444,0.995640244,0.995626087,0.995688776,0.995625767,0.995817073
0.995753165,0.995625,0.933,0.995666667,0.9953,0.995642424,0.99562931,0.995695431,0.995628049,0.995795181
0.995754717,0.995615385,0.94,0.995669231,0.995181818,0.995644578,0.995641026,0.995686869,0.995624242,0.99577381
0.99575625,0.995621212,0.928,0.995679389,0.99525,0.995634731,0.995618644,0.995693467,0.995614458,0.995776471
0.995763975,0.995656716,0.99,0.995689394,0.995384615,0.99564881,0.995638655,0.99569,0.995628743,0.995790698
0.995765432,0.995661765,0.884,0.995691729,0.995428571,0.995650888,0.995641667,0.995696517,0.995625,0.995793103
0.995779141,0.995710145,0.87,0.995716418,0.995666667,0.995664706,0.995661157,0.995707921,0.995627219,0.995829545
0.995768293,0.995714286,0.942,0.995703704,0.9956875,0.995654971,0.995647541,0.995704433,0.995635294,0.995831461
0.995793939,0.995746479,0.941,0.995720588,0.995823529,0.995680233,0.995682927,0.995715686,0.995649123,0.995866667
0.995795181,0.995722222,0.94,0.995715328,0.995666667,0.99567052,0.995693548,0.995721951,0.995645349,0.995835165
0.995802395,0.995753425,0.931,0.995731884,0.995789474,0.995678161,0.995704,0.995742718,0.995653179,0.995847826
0.995791667,0.995716216,0.99,0.99571223,0.99565,0.995662857,0.99568254,0.995743961,0.995649425,0.995827957
0.995775148,0.99568,0.949,0.9957,0.99547619,0.995659091,0.995669291,0.995730769,0.995628571,0.995787234
0.995752941,0.995605263,0.939,0.995666667,0.995272727,0.995638418,0.995648438,0.995703349,0.995607955,0.995726316
0.995766082,0.995623377,0.889,0.995669014,0.99526087,0.995651685,0.995666667,0.995709524,0.995615819,0.995739583
0.995773256,0.995641026,0.92,0.995671329,0.995333333,0.995653631,0.995669231,0.9957109,0.995617978,0.995752577
0.995763006,0.995607595,0.934,0.995652778,0.99528,0.995644444,0.995648855,0.995693396,0.995597765,0.995734694
0.995770115,0.995625,0.994,0.995662069,0.995346154,0.995651934,0.995651515,0.995694836,0.9956,0.995747475
0.995782857,0.995654321,0.951,0.995678082,0.995444444,0.995664835,0.995661654,0.995705607,0.99561326,0.99577
0.995772727,0.995634146,0.898,0.995666667,0.995392857,0.995661202,0.995656716,0.995697674,0.995620879,0.995752475
0.995779661,0.995626506,0.861,0.995675676,0.995413793,0.995657609,0.995659259,0.995694444,0.995606557,0.995754902
0.995780899,0.995607143,0.905,0.995684564,0.995366667,0.995664865,0.995669118,0.995695853,0.995603261,0.995737864
0.99577095,0.995576471,0.886,0.995666667,0.995290323,0.995650538,0.995649635,0.995692661,0.995589189,0.995711538
0.995738889,0.995546512,0.931,0.995635762,0.99515625,0.995631016,0.995623188,0.995684932,0.995569892,0.99567619
0.995734807,0.99554023,0.993,0.995631579,0.995151515,0.99562766,0.995618705,0.995681818,0.995566845,0.995669811
0.995752747,0.995568182,0.906,0.995647059,0.995235294,0.995645503,0.995642857,0.995692308,0.995579787,0.995700935
