kappa_1,kappa_2,kappa_3,kappa_4,kappa_5,kappa_6,kappa_7,kappa_8,kappa_9,kappa_10
0.9156272228175777,0.9622393036341691,0.9284861822205599,0.9639075698564517,0.9366531682757131,0.9356585534469031,0.9656902928674365,0.9622487227143243,0.9282498291773473,0.9654730964840724
0.9140324936668337,0.9629559876301075,0.9279098387926601,0.9650667176941449,0.9392448434868675,0.9381968395458952,0.96664906097436,0.9628592422252891,0.931072764842146,0.9668660492541888
0.9086704916028049,0.9642954317473333,0.9273699597103461,0.9661988286103456,0.9414601627807798,0.9404652946960874,0.967300627018023,0.9639003577876767,0.933896987782322,0.9680105916729779
0.9027746894861228,0.9648445926640979,0.9276637043596299,0.9668501009744283,0.9433835811235687,0.9428180720908441,0.9681857969898653,0.9650428749936311,0.9360845852227707,0.9685746621954117
0.8991934410838637,0.9658808774117804,0.9264451678167968,0.9675212533266387,0.9451139982256853,0.944573409152076,0.9690718630816869,0.966161428245134,0.9382355049169696,0.969260667147318
0.902260933147144,0.9665762771676786,0.9266655757692286,0.9684955136412884,0.9468884933294994,0.9461969554757041,0.9696295885573363,0.9670204041157882,0.9402217600320466,0.9697219502928095
0.9053365790840668,0.9673848919175632,0.9246961246491576,0.9691392813487649,0.9483522101743087,0.9475208733420889,0.9698914395596754,0.9678930458957103,0.9417952016224209,0.9706507133075096
0.9083136467948342,0.9677224008762738,0.9240026417454583,0.9698090600328275,0.9496914696157195,0.9488932189951933,0.9704501217492021,0.9686930992048017,0.9435571872250356,0.9711801025109263
0.9113197103908173,0.9686607208147309,0.9206730639003623,0.9705901167491995,0.9510186749560522,0.950174445977869,0.9710516982909396,0.9692062750755119,0.9452000882966851,0.971520562359357
0.9141665532026357,0.9691539659726687,0.9180358135475375,0.9713099028941642,0.9523155728894827,0.9516519563313118,0.9716053737085579,0.969753149609884,0.9467889337985109,0.9722054161876693
0.9170263046549482,0.9694691818830362,0.9204688487095324,0.971979342380877,0.9538084763708742,0.9532403860907562,0.9719765802532784,0.9702631359230114,0.9484087649207418,0.9725559284507088
0.9196166475326817,0.9696920940120872,0.9230791017722774,0.9726006651204688,0.9551279867337447,0.9545788063902384,0.9726681641910113,0.9710133304007107,0.9499839192164586,0.9731575622681055
0.9220338695730862,0.9703695101079153,0.9254474745489556,0.9730469225120277,0.9564252163697502,0.9556269317980579,0.9732457696504888,0.971645937191586,0.9513864937424125,0.9734508149966237
0.9240211097114915,0.9709335950939457,0.9275215576009312,0.9732648137778732,0.9573085834125693,0.9565350936867326,0.9738469034193545,0.9722336627102885,0.9526908424702732,0.9739805388412512
0.9260223059717739,0.9714032864568778,0.929350067289504,0.9736616342525355,0.9583307977498065,0.9575183168480629,0.974099810873613,0.9727253349634449,0.9537943999472817,0.9744808739571552
0.9279376713731905,0.9718345938026907,0.9308604981349794,0.9739640337821235,0.9590930660624316,0.9584881553534929,0.9743284238629003,0.9729950791414866,0.9546315635596329,0.9682345563463322
0.9296847422941105,0.9722418561468679,0.9323451429991128,0.9741910085088018,0.959931270901718,0.9593444471553562,0.9747222273479251,0.973250389488985,0.95554058771206,0.9654281658801034
0.9314607697151387,0.9726885271298717,0.933871337076679,0.9745245078670555,0.9608436540382033,0.9603315219058174,0.9750979852789607,0.973495672522563,0.9564637348810604,0.9613562733535771
0.9331518910834892,0.9732276247012845,0.9355508448007468,0.9750684685056318,0.961657523343455,0.9612715835050092,0.9755699676630817,0.9740681637039381,0.9575123876275446,0.958468927286116
0.9346767761327165,0.973784108102437,0.9371195830886638,0.9755209975259668,0.9624700976313287,0.9620406185077457,0.976063325560261,0.9745477580431036,0.958436804206934,0.9557796036689096
0.9357201354240139,0.9740022764686874,0.9383095775784068,0.9756401594002057,0.9629356745985207,0.9623587181338225,0.9761681461216757,0.9746925930990937,0.9590091809372354,0.956474993374615
0.9371074342579279,0.9744612269394901,0.9396820526168256,0.976057241419987,0.9637295715910352,0.9630641215368493,0.9765717354604853,0.975133849745873,0.9598519689086935,0.9550637919536829
0.9384220538093903,0.9747954666583,0.9408825672725756,0.9763515554619736,0.9643307921186013,0.9637323348930643,0.9768032008543587,0.9754011208803733,0.9605501382847225,0.9531138317961684
0.9397178135392351,0.9752590667196269,0.9421192330316904,0.9768264635243549,0.9650474274811438,0.96446374223553,0.9771691530504835,0.975801041872117,0.9614079747968711,0.9503255829881322
0.9409081187726136,0.975558308148007,0.9432044948353063,0.9770885426484864,0.9656369044009094,0.9648756300207106,0.9774231069850414,0.9760874209387359,0.9619879933006287,0.9494910590959539
0.9419178716811696,0.9758032675190917,0.9442071397410079,0.9771570488596616,0.9661143542973747,0.9653238049015814,0.9776244764721882,0.9763666512058239,0.9624574668551665,0.9464163843801767
0.9431048059949142,0.9761721935743887,0.9452964325032698,0.9774036884615507,0.9667501559150341,0.9658401873845107,0.9779976134958238,0.9767683383349449,0.9631309595055094,0.9472717980124807
0.9440126566614111,0.9764339077270954,0.94624503320604,0.9776828523071499,0.9671320308675218,0.9661530499050045,0.9782187700337125,0.9770166104900824,0.963727472757866,0.9433356048253881
0.944930600994524,0.9765991313095483,0.9471574387966784,0.9779521391457693,0.9675442632463699,0.9665867746027176,0.9783451866791747,0.9773002081154649,0.9642142441277256,0.9442681773765395
0.9457722869589862,0.976931040974223,0.9482081506393378,0.9782121768618013,0.9680709245610455,0.9668770510223874,0.9786824059037789,0.9776170052497479,0.9648124468625504,0.945338587211393
0.9466594189680798,0.9772477443232239,0.949128030105248,0.9784600878834177,0.9685318910180016,0.9653113458447116,0.9788787524701622,0.9778354774434864,0.9653837790831685,0.9462353873096834
0.9474494740475751,0.9775432080599479,0.9499506777339851,0.9786076620226928,0.968962443284508,0.9656012352271225,0.979141247016732,0.9780780888769104,0.9658777317920132,0.9471163848009863
0.9480606777997543,0.9776717200123808,0.9507130887056311,0.9787551542560848,0.9693435163872604,0.9635948649859533,0.9793182103844008,0.9781959974453659,0.9662804141761436,0.9478956115817168
0.9488448915188322,0.977952801075975,0.9514452154399827,0.9789360954060021,0.9697094158324965,0.9597460790925421,0.9794487021658189,0.9784272507525271,0.9667459504477597,0.9487224508776393
0.9494354646775262,0.978219462241454,0.9522188309686719,0.9792227226031938,0.9701337980033458,0.9587371182850175,0.9795322537375969,0.978723587626274,0.9672270321564433,0.9495092497737458
0.9502365787908686,0.9784020652103237,0.9528913266119502,0.9794245819687785,0.9704687339073838,0.9563292858439983,0.9796902568849011,0.9790106133357526,0.9676929027370044,0.9502330958082374
0.9510111510562134,0.9786538858536352,0.9536166653843464,0.9796574610778958,0.970867800115516,0.9545682797719591,0.9799183201371355,0.9792884315925797,0.9681809177871482,0.9510078107293176
0.9517158867003305,0.978857885581247,0.9543109300574292,0.9799165596539775,0.9712129120703044,0.9550254374729547,0.9800994129833657,0.9794810394916167,0.968611442073748,0.9516761842623841
0.9525400272544551,0.9791985546459822,0.9550888791082447,0.9802383967950273,0.9716897527426321,0.9555386292917523,0.980417993456684,0.9798105921516371,0.9691346823764786,0.9525010647994497
0.953159465630199,0.979386329914516,0.9556637004607597,0.9803726215924871,0.9720090150552392,0.9532137843199914,0.9804785779816609,0.9799875320324493,0.969463344997452,0.9530506129973562
0.9536193130706739,0.9793597226637645,0.9560806698399096,0.980329127280922,0.9721095952283235,0.9528414534471621,0.980467898869769,0.979950683777552,0.969677178536235,0.9534777862763782
0.9542665002918106,0.9795720290668392,0.956652303824788,0.9805250657662008,0.9723763247554404,0.9511847735620576,0.9805251691147195,0.980152998946276,0.9700871294806057,0.9540933957244786
0.9549260640557777,0.9798109715801573,0.9572722319184369,0.980748079198297,0.9727012567871864,0.950319637596439,0.9807482810014893,0.9803822759561905,0.9704837616213312,0.9547221951101957
0.9555990016146793,0.9799768427132466,0.9578078722595317,0.9809646889376878,0.97291792862494,0.9475373376191379,0.9808988071255565,0.9805389773113833,0.9708357234534417,0.9552663261101311
0.9562236529727844,0.9801725681437095,0.9583640653038965,0.9810793869205451,0.9732284268136548,0.9481951626631709,0.9811119829367901,0.9806930397963605,0.9712125358824899,0.9558639146469078
0.9567289449586377,0.9803604674127653,0.9588991687715396,0.9812208902792976,0.9735588716368603,0.9488600152747045,0.9812529658185997,0.980872731245566,0.9715431297206404,0.9564706860722036
0.954954708445593,0.9804788539675846,0.95938438512508,0.9813258380492166,0.9738149465395188,0.9495018787109955,0.9813574113081323,0.9809831940342638,0.9717992422679221,0.9569625453425835
0.9542239332634155,0.9807168504258996,0.9599464704649768,0.9814889309569509,0.9741244237853454,0.9502155372817855,0.9815510168872809,0.9811825228338324,0.9721088434816912,0.957500143436123
0.953177578448278,0.980886766588476,0.9604305749472101,0.981616730685185,0.9743939905319194,0.9508772468977756,0.9816777033860633,0.9813148556945955,0.9724089418099151,0.9580214669798324
0.953697428925485,0.9810825635023127,0.9609022486176172,0.981711497185959,0.9746869021420093,0.9514915209905367,0.9818616909986821,0.9815042326758209,0.9727016257316115,0.9584992578666564
0.954199022950605,0.9812121357256653,0.9612981893032566,0.9816838590576209,0.9748806457135648,0.9520550183531395,0.981979840182487,0.9815980707823942,0.9729541610688549,0.9589601250734007
0.9547493391833938,0.9813106883279321,0.9617448043131567,0.9817755627013708,0.9751004715894874,0.952606814650382,0.9821255518152696,0.9816619599516448,0.9732020711095728,0.9593826591849376
0.9551931605276731,0.9813759060959389,0.9620889304016857,0.9792467886807665,0.9751966169023045,0.9530810621088116,0.9821504511495031,0.9816933903002402,0.9733828831645351,0.9597604524955183
0.9557386292566696,0.9815813357924492,0.9625373922570908,0.976478475206989,0.9754322283591602,0.953656085262302,0.9823166946336552,0.9818375908143955,0.973644039424428,0.960270105996525
0.9561050888768823,0.9816428045666348,0.9628087894878232,0.9737050521681507,0.9755796283084613,0.9540792625029001,0.9823958923842039,0.9818675727582221,0.9737605466264032,0.9606010243873373
0.9565421807346464,0.9817294016433624,0.9631538954594285,0.9714190069922197,0.9757494418958099,0.9545439906694877,0.9824720885291213,0.9818960416217994,0.973982858185232,0.9609764422610199
0.9570221622581658,0.9818681717473692,0.963544330181199,0.9692801393977781,0.9759964587697804,0.9550508522507661,0.9826008118878518,0.9820325405479283,0.9742267134498402,0.9613963890367461
0.9573735731628961,0.9819192423636187,0.9637831059000079,0.9679951277764165,0.976124762449926,0.9554015577871675,0.982615352488457,0.982027811165008,0.9743783100109066,0.9617974807822298
0.9578249920916722,0.9820233847025566,0.9641772928234841,0.9682284548007233,0.9762781703759275,0.9558787107332174,0.9827897118152816,0.9821833351787974,0.9745281376609032,0.9621910628041939
0.9582933524431764,0.9821257760998843,0.9645633209262713,0.967152244787267,0.9764550414624932,0.9563459718289018,0.9828821732300597,0.9822836490649889,0.9747538990001745,0.9625505737462121
0.9587759391238296,0.9823031161068253,0.9649656207094253,0.9656632792088279,0.9767050129426038,0.9568533649675598,0.9830756714621918,0.9824589571768091,0.9750256848298722,0.9629786577012267
0.9591686814213615,0.98239903273191,0.965280286374474,0.9658163014716483,0.9768715558406851,0.957270280216198,0.9831618439470853,0.982578340600103,0.9752134282654269,0.9633183890851126
0.9595554700463397,0.9825193941976589,0.9655652849234598,0.9644092778709387,0.9770111037902962,0.9576556728086627,0.9832474567193076,0.9826965075085977,0.9754240363062197,0.9636280362722955
0.9599050946653385,0.9825858095734162,0.9658655984742855,0.9645248211865496,0.9771703000691208,0.9580037103979874,0.983280025390364,0.9828105504590839,0.9756525975029575,0.9639522354283673
0.9603695839294848,0.9827492268043264,0.9662820110236402,0.9648103439800547,0.9773752175218465,0.9584912560528267,0.9834594303318809,0.9829957189222286,0.9758515584451656,0.9643673872347664
0.9607023349682227,0.9828118618651431,0.9665677363132935,0.9649925414473213,0.977527049792981,0.958870872563536,0.9835135676427085,0.9830797116239861,0.9760217975615493,0.9646762293596384
0.9609547797850521,0.9828010460995084,0.9667503317091592,0.9645004588770811,0.9775791122026861,0.959121170369274,0.9834464192667007,0.9830656411489496,0.9760677953464675,0.9648574698508986
0.9612667420280796,0.9829062830290574,0.966994916102333,0.9621676176625916,0.9776977745518083,0.9594780750221493,0.9835204995383844,0.9831441651242904,0.9762040258317964,0.9651476526991446
0.961509623412139,0.9829426086317324,0.9671707404771285,0.9598480498234313,0.9777716430596116,0.9597650755878417,0.9835262762852082,0.9831543909555461,0.976248771405527,0.9654152612610037
0.9618838331656526,0.9830698031558628,0.9674797181986061,0.9601491821762853,0.9779584328545983,0.9601592683089799,0.9836467565415766,0.9832791332440285,0.9764531320285538,0.9657444822261486
0.9622679732257539,0.9831921170548763,0.9678235728307384,0.9592719874619238,0.9781383792286589,0.9605856152253104,0.9838312021875377,0.9834677147922071,0.9766729705962537,0.9660849629879289
0.9625342839926704,0.9832229736425606,0.9680273762446893,0.9595718709094718,0.9782035325680287,0.9608707674669941,0.9838548716942046,0.9834954658669905,0.9767546252225439,0.9663083399447596
0.9628844912653721,0.9833427532237616,0.9682942200738089,0.9585012320468452,0.9784016138475115,0.961239394401258,0.983990012331678,0.9836569144171101,0.976901905504473,0.9666389526498634
0.9631604549787762,0.9834156114293183,0.9685326888684416,0.9579196929479749,0.9785288822933529,0.9615333797481346,0.9840557504378442,0.9837042229622606,0.9770457009110779,0.9669178248928084
0.9634507057173808,0.9835517381326396,0.9687866001581086,0.9582448469579837,0.978696170571637,0.9618849614566913,0.9841849407832063,0.9838372127083608,0.9772509236519089,0.9671892560657877
0.9637993328538756,0.9836848324865582,0.9690131587828392,0.9584331918412938,0.9788596529366461,0.9621853493323053,0.9842895852761775,0.983967239761477,0.9774299104605044,0.9674544182877667
0.9641002863072651,0.9837948079719816,0.9692370844776242,0.9572701978537143,0.9789997763884055,0.9625247767841062,0.9843717321302132,0.9840956212368258,0.9776066876646597,0.9677377149514769
0.9643508547656211,0.9838805041012907,0.969433620506979,0.9557309034712154,0.9791146823643179,0.9627706246063996,0.984430156633514,0.984199303164834,0.9777574706743061,0.9679075565380454
0.9646819105156492,0.98398624302994,0.9696904945559007,0.9546856084316669,0.9792702766651049,0.9631181063536554,0.9845301566666854,0.9843226809963476,0.9779272782818981,0.9681804121997547
0.9650046298618705,0.9841098925358247,0.9699615724386099,0.9518340970399927,0.979442557558448,0.9634568756204317,0.9846689263860304,0.9844428527117417,0.9781134215326807,0.9684463768184379
0.9653168436726033,0.984208734908803,0.9702031727046816,0.9522380296554491,0.9795884545469645,0.963764119983014,0.9847621703070089,0.9845588443346296,0.9782727362803698,0.9687238431465618
0.9655627398247973,0.9842856362705247,0.9704001137821401,0.9526352185277128,0.9797319385907419,0.9640255718873192,0.9838170002235223,0.9846322402603146,0.9784091078699989,0.9689558770461405
0.9658631889199962,0.984380705546106,0.9706526205508585,0.9530433465711674,0.9798720480911326,0.9643210427491719,0.9814602166847742,0.9847239321824512,0.9785824682278284,0.9692025755001237
0.9661427249588823,0.984476175681881,0.9708646744954788,0.9534304453906011,0.9799924399148238,0.9645959542278746,0.9805086053131199,0.9848160290961799,0.9787156920525039,0.969429058667145
0.96641442509705,0.9845884081194546,0.9710902330641508,0.9538263728210539,0.9801090189546151,0.9649024026023569,0.9789819048671524,0.9849249355428843,0.9788447531444027,0.9697080219325437
0.9666437614335697,0.9846602910243706,0.9712740439605404,0.9541977431304828,0.9802635349187646,0.9651658825637691,0.9790692394420388,0.9849740191292204,0.9789920764578418,0.9699247972740431
0.9668853106535124,0.9847102324255873,0.9714713236761076,0.9545390097909624,0.9803555851864727,0.9654022430738414,0.9773330053180616,0.9850596666268369,0.9791156166743346,0.9700963577426635
0.9670887869122751,0.9847615076075749,0.9716116574257978,0.9548998261888242,0.9804487058553072,0.9656584227436356,0.9762662895018375,0.9851459014600058,0.9792015403215278,0.9702690664438558
0.9673058252860841,0.9848299848548372,0.9717858262529405,0.9552513102452164,0.9805580604519494,0.9659078777584961,0.9763392214979373,0.9851917202749273,0.9793037689535747,0.9704749182746973
0.9675351207612355,0.9848960074219649,0.9719545465782209,0.9555552584850124,0.98066386061248,0.9661125507300505,0.9753368961186546,0.9852544165308031,0.9794024735183058,0.9706557599102515
0.9678163282428897,0.9850355310784211,0.972194943578016,0.9559470964299757,0.9808424777578931,0.9664068487150619,0.9754715204637021,0.9853719657543742,0.9795740850502961,0.9708709690821687
0.9680575228435675,0.9851180415737604,0.9724142160423134,0.9562976580883474,0.9809635755517518,0.9666609609772752,0.9755129757541822,0.9854698090626267,0.979706937013712,0.9710655242275014
0.9682927448254759,0.9851800411926993,0.972609874928675,0.9566214410525268,0.9810633133986769,0.9668905766117667,0.9746372727419123,0.9855286518207631,0.9798546899540974,0.9712734370579048
0.9685403635295475,0.98529457864576,0.9728369419158195,0.9569916128809998,0.9811965958008753,0.9671688083868694,0.9748098563146061,0.9856400655109124,0.9800169026924512,0.9714943723880624
0.9687515798948386,0.9853550265320729,0.9728833652670184,0.9573067406693172,0.9812939233194706,0.9673922876969039,0.9749826420897929,0.9856615402395997,0.9801069135881919,0.9716970374334097
0.9689921857740623,0.9854310331474214,0.9707195625606672,0.9575772644379226,0.9813880388846535,0.9676270128725442,0.9750969419092902,0.9856992551298667,0.980211526903654,0.9719116161700775
0.9691953350120847,0.9854537382260997,0.9701663495130712,0.9578635888937976,0.9815170028623341,0.9678245435284889,0.9752286136504973,0.9857724827318725,0.9803332579004328,0.9720713915589807
0.9694472068481752,0.9855459579441511,0.9690264316131443,0.9582145378848349,0.9816611292239413,0.9680708771606659,0.9754277755513058,0.9858443877081371,0.9804877456482537,0.9722981316025995
0.9696757467022624,0.9856184277499848,0.9681989198846326,0.9585224404560371,0.9817670651731236,0.9683112309636872,0.9755874321334069,0.985949014258763,0.980586472577098,0.9724847320638388
0.9698481689590434,0.985637768552812,0.9663851352959796,0.9587899018515122,0.9818364463713215,0.9685124125702034,0.975709487574558,0.9859655389353429,0.9806659175102241,0.9726332204894104
0.9700519464329678,0.9856910067968034,0.9656804155791517,0.9590871697106811,0.9819217820923992,0.968727453847438,0.9758637246157215,0.9859989685764255,0.9807782338597794,0.9727963639238149
0.9702523861594364,0.9857434278564593,0.9659005901586669,0.9593795612718686,0.9820227185524151,0.9689220201677536,0.9760154405947671,0.9860487661484871,0.9808887178916542,0.9729569166481816
0.9704347184005073,0.9849742270849321,0.9661026514345871,0.9596362226218479,0.9821399526242036,0.9690819161720542,0.9761326858297048,0.9861322218943601,0.9809819294947953,0.9730998521697681
0.970614242091557,0.9839350859493107,0.9663016110965691,0.9598889222151915,0.982222064197348,0.9692726406963303,0.9762481634115184,0.9861644521408577,0.9810736850709797,0.9732406139884954
0.9707569044026735,0.9833583362328784,0.9664796896515122,0.9601362083710803,0.9822692814440913,0.9694427468883582,0.9763444634501467,0.9862287440102783,0.9811633376845873,0.9733451612575886
0.9709610373367873,0.9834276427732537,0.9666856786940413,0.9604099442933961,0.9823474064840053,0.9696247075305408,0.9764869638425533,0.9863075625319415,0.9812504201331881,0.9735283355242969
0.9711306079015486,0.9835289605813032,0.9668897243866063,0.96068088304933,0.982457447489512,0.9698374090425542,0.9766443377097059,0.9863856293932699,0.9813693220741405,0.973677183493897
0.971266496232413,0.9835489310923837,0.9670437567184555,0.9609009134150449,0.9825343212149279,0.9699836663556611,0.9767519270033402,0.9864147823871651,0.9814388892611392,0.9724879231177863
0.9713985696803986,0.9835676412902322,0.9672093440035703,0.9611151925077032,0.982592976208485,0.9701099640902477,0.9768405062574672,0.9864426640398456,0.9814902861787052,0.9713802540702202
0.9715596188761122,0.9836490277938282,0.9674190901332468,0.9613727215518427,0.9826820107063501,0.9702969111407072,0.9769905593114838,0.9864698076110884,0.9815879749871143,0.9705911920979658
0.9716729805250585,0.9836674244163668,0.9675493341098537,0.9615660978132833,0.9827080059554655,0.970435838220726,0.9770612827136241,0.9864188718261233,0.9816382652375211,0.9693911831832269
0.9718769252894746,0.98377840711749,0.9677696342014118,0.9618483670541582,0.9828264277494942,0.9706493384678385,0.9772234908405661,0.9865085270358431,0.9817649831847167,0.9688486189720258
0.9720311304697798,0.9838566107952685,0.9679708699891272,0.962110588451975,0.982911948038263,0.970843905616837,0.977367585421197,0.9865812457575103,0.9818586628293634,0.968097735402989
0.972181981027425,0.9839177033517678,0.96815254800947,0.9623367328847285,0.9829955918355141,0.9710190815566777,0.9774779356925508,0.9866216587755768,0.9819503048976778,0.9673723032698383
0.9723295590435699,0.9839620721133384,0.968315119866096,0.962542916417654,0.9830773640134234,0.971160171808154,0.9775705836861857,0.9866610164148867,0.9820246483008029,0.9665187390283501
0.9724464436846207,0.9839765416651889,0.9684470531982842,0.9627029850364138,0.9831286564303309,0.9712707243656988,0.9776330344581404,0.9867157173051225,0.9820989929055467,0.9657558958623995
0.972563470192812,0.9839768546967195,0.9685641528337792,0.9628632193161625,0.9831203092682375,0.9713665194478759,0.9776961048244328,0.9867104687480068,0.9820983872326126,0.9649621123573631
0.9726909304822466,0.9839904761134484,0.9686912411556956,0.9630322766427099,0.9831700484770777,0.9714878506315117,0.9777708949268538,0.9867337799560283,0.9821407221529622,0.9646090076477918
0.9728921278347876,0.9840936072283609,0.9689071110374515,0.9632897880384886,0.983279266201928,0.9716830474652103,0.9779198685107104,0.9868315108080283,0.9822427117632747,0.964780902945489
0.9730152822900529,0.9841501945343253,0.9690738271359477,0.9634972261171731,0.9833124171866024,0.9718296207916991,0.9780212264935971,0.9868682458299934,0.9823127624597923,0.9640813117032592
0.9730634599807985,0.9841329547303984,0.9691650273039518,0.9635992922090092,0.9833012010808801,0.9719009447861251,0.9780334523167143,0.9868314284709224,0.9823232995443804,0.9636983128731775
0.9731997348153607,0.9841894258658118,0.9693294372066731,0.9638037916397799,0.9833637089089584,0.9720455735522932,0.9781339158589553,0.9868829668413447,0.9824073226703837,0.9625413238362566
0.9733474906419234,0.9842589084098715,0.9694759501109,0.963989631676657,0.9834390734341242,0.9721871291804595,0.9782177337302539,0.986918874805906,0.9824895016673426,0.961830301522792
0.9733790855625782,0.9842132536884907,0.9695634293967015,0.9641016790717198,0.9834278024519487,0.972255414626941,0.9782577131914403,0.9869258162621333,0.982470655275267,0.9610012551907777
0.9734810744840146,0.9842391250204688,0.9696780984845156,0.9642547116751686,0.9834450371159287,0.9723652861577402,0.9783254329440911,0.9869042849168872,0.9825087710368451,0.9601706674104808
0.973595268952994,0.9842643529182116,0.9698187012419532,0.9644190020904373,0.98350394054763,0.9724449278746907,0.9783777122258377,0.9869390877410997,0.982560135015748,0.9596876942504989
0.9737227705882888,0.9843456990314661,0.9700004171569439,0.9646381938492852,0.9835765749213558,0.9726083515605405,0.9784999664344471,0.9869738706065678,0.982653324975193,0.9599257417689453
0.9738348349774664,0.9843843672437224,0.9692771357816117,0.964798995840525,0.9836066913600181,0.9727141845766991,0.9785651465725091,0.9870221252660115,0.9827175430801325,0.9601330109036054
0.9739456481065921,0.984422675813189,0.9686619666598332,0.9649855488153881,0.983650342012135,0.9728326155708216,0.9786297163337819,0.9870423464935048,0.9827535354784861,0.9603378784223713
0.9740268868190234,0.9844327066793465,0.9683277567226016,0.9651413374548644,0.9836656576372745,0.9729214088596607,0.9786791250456414,0.9870345732826393,0.9827885854478431,0.960511522192332
0.9741615936138819,0.9844834833759394,0.9670858199488549,0.9653224470042822,0.9837352345066974,0.9730771930802689,0.9787824103522638,0.987054185832682,0.9828232371269695,0.960737564545733
0.9742812330707818,0.9845337444485168,0.9663479746360631,0.9655014968834378,0.9837905261428079,0.9732041021149146,0.9788710055569635,0.9870871665647712,0.9828846622002978,0.9609474459541352
0.9744108029111367,0.9845955839333884,0.9665030851150684,0.965688962907575,0.9838572709366594,0.9733407260753657,0.9789836662960149,0.9871052890340629,0.9829573872903908,0.9611649573107872
0.974567661340999,0.9846713588767337,0.9660057737804949,0.9658904631162515,0.9839513042380872,0.9735046732068655,0.9790967817533978,0.9871510293681469,0.9830440637098479,0.9614099354917148
0.9746949471333778,0.9847322949873808,0.9654475852962632,0.9660747292843583,0.9840302283245392,0.9736389259133292,0.9791943357436758,0.9872089357569176,0.983115725261897,0.9616369122380608
0.9747942080030614,0.9847792326162834,0.9646458388411596,0.9662433290296195,0.9840817444474061,0.9737450645332881,0.9792773936216321,0.9872397232414365,0.9831600682871613,0.9618213375543588
0.974906589064913,0.9848002139551968,0.9630581134023083,0.966398466843346,0.9841073151642497,0.9738511794699272,0.9793605076517058,0.9872707985741622,0.9832047161147645,0.9620184921251548
0.975068467492304,0.9848852985468498,0.9632574731765677,0.9666022799349606,0.9842098406287185,0.9740068890999916,0.9794677398029324,0.9873269687876093,0.9833001006537192,0.9622505750636899
